"SPETZPC","2012-10-15 14:46:55","Warning","Kigg.Web","GlobalApplication","OnEnd()","Application Ended","n/a","n/a","n/a","n/a","n/a"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 8d59cad6-1bb4-4f32-a722-ccace39c3ae6","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 8d59cad6-1bb4-4f32-a722-ccace39c3ae6","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 9364aae9-9ae0-4479-9e53-5b927f835908","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 8d59cad6-1bb4-4f32-a722-ccace39c3ae6","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 9364aae9-9ae0-4479-9e53-5b927f835908","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 9364aae9-9ae0-4479-9e53-5b927f835908","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 9364aae9-9ae0-4479-9e53-5b927f835908","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 40e2ec72-9aaf-4981-b0a9-074be05681b7","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 40e2ec72-9aaf-4981-b0a9-074be05681b7","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 40e2ec72-9aaf-4981-b0a9-074be05681b7","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 40e2ec72-9aaf-4981-b0a9-074be05681b7","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 784c10be-0f88-4294-9e39-e6c345f53b76","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 784c10be-0f88-4294-9e39-e6c345f53b76","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 784c10be-0f88-4294-9e39-e6c345f53b76","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 04d9a243-30cc-4a3e-b1f6-fd94e2ad3846","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 784c10be-0f88-4294-9e39-e6c345f53b76","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 04d9a243-30cc-4a3e-b1f6-fd94e2ad3846","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 04d9a243-30cc-4a3e-b1f6-fd94e2ad3846","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 7487fb27-7cc0-4839-b140-c787178f562f","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 04d9a243-30cc-4a3e-b1f6-fd94e2ad3846","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 7487fb27-7cc0-4839-b140-c787178f562f","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 7487fb27-7cc0-4839-b140-c787178f562f","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 6b988db8-759f-4090-b1b1-7b7c0cc35734","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 7487fb27-7cc0-4839-b140-c787178f562f","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 6b988db8-759f-4090-b1b1-7b7c0cc35734","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 6b988db8-759f-4090-b1b1-7b7c0cc35734","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 0c82b0dc-bf1f-4b56-8b17-333de1d73a0c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 6b988db8-759f-4090-b1b1-7b7c0cc35734","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 0c82b0dc-bf1f-4b56-8b17-333de1d73a0c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 0c82b0dc-bf1f-4b56-8b17-333de1d73a0c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 116ace3b-2fc8-4e9e-b5f4-aefa77ccd65c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 0c82b0dc-bf1f-4b56-8b17-333de1d73a0c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 116ace3b-2fc8-4e9e-b5f4-aefa77ccd65c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 116ace3b-2fc8-4e9e-b5f4-aefa77ccd65c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : edce6f9b-64c2-4071-8483-6ec02ec8c30c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 116ace3b-2fc8-4e9e-b5f4-aefa77ccd65c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : edce6f9b-64c2-4071-8483-6ec02ec8c30c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : edce6f9b-64c2-4071-8483-6ec02ec8c30c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 669d67fe-453f-463a-b4f3-0b736a5408a9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : edce6f9b-64c2-4071-8483-6ec02ec8c30c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 669d67fe-453f-463a-b4f3-0b736a5408a9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 669d67fe-453f-463a-b4f3-0b736a5408a9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 5b446e1a-5688-4985-8170-33f5aa1f65b4","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 669d67fe-453f-463a-b4f3-0b736a5408a9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 5b446e1a-5688-4985-8170-33f5aa1f65b4","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 5b446e1a-5688-4985-8170-33f5aa1f65b4","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : b6a0619b-5985-40c6-9bdc-d546c264ce25","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 5b446e1a-5688-4985-8170-33f5aa1f65b4","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : b6a0619b-5985-40c6-9bdc-d546c264ce25","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : b6a0619b-5985-40c6-9bdc-d546c264ce25","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 397dd746-8e53-43f3-828f-8b70f0b6fbab","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : b6a0619b-5985-40c6-9bdc-d546c264ce25","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 397dd746-8e53-43f3-828f-8b70f0b6fbab","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 397dd746-8e53-43f3-828f-8b70f0b6fbab","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 634faa11-c25f-4e9c-aebe-b7dab1a0d67f","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 397dd746-8e53-43f3-828f-8b70f0b6fbab","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 634faa11-c25f-4e9c-aebe-b7dab1a0d67f","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
